,ID_Date,AQI
0,AP001_2020-07-02 00:00:00,51.134542526708756
1,AP001_2020-07-03 00:00:00,47.625462804793074
2,AP001_2020-07-04 00:00:00,48.588138914927725
3,AP001_2020-07-05 00:00:00,48.80841332817521
4,AP001_2020-07-06 00:00:00,50.29385986825407
5,AP001_2020-07-07 00:00:00,50.76046008131205
6,AP001_2020-07-08 00:00:00,49.889632714897395
7,AP001_2020-07-09 00:00:00,49.61279610623648
8,AP001_2020-07-10 00:00:00,48.84358279981901
9,AP001_2020-07-11 00:00:00,49.025028553708566
10,AP001_2020-07-12 00:00:00,48.80940974856974
11,AP001_2020-07-13 00:00:00,49.11375188878252
12,AP001_2020-07-14 00:00:00,49.0201446236247
13,AP001_2020-07-15 00:00:00,48.918265923816485
14,AP001_2020-07-16 00:00:00,48.80609026829848
15,AP001_2020-07-17 00:00:00,48.62610756658716
16,AP001_2020-07-18 00:00:00,48.60369490741311
17,AP001_2020-07-19 00:00:00,48.47993435700948
18,AP001_2020-07-20 00:00:00,48.4955948585966
19,AP001_2020-07-21 00:00:00,48.39240019024047
20,AP001_2020-07-22 00:00:00,48.344978380894574
21,AP001_2020-07-23 00:00:00,48.25413748583186
22,AP001_2020-07-24 00:00:00,48.17653169194012
23,AP001_2020-07-25 00:00:00,48.109448156411254
24,AP001_2020-07-26 00:00:00,48.02979902127586
25,AP001_2020-07-27 00:00:00,47.97628090493043
26,AP001_2020-07-28 00:00:00,47.89591964665844
27,AP001_2020-07-29 00:00:00,47.835732254507384
28,AP005_2020-07-02 00:00:00,58.34158215806944
29,AP005_2020-07-03 00:00:00,61.89741766524679
30,AP005_2020-07-04 00:00:00,64.23419532113942
31,AP005_2020-07-05 00:00:00,64.85381243803636
32,AP005_2020-07-06 00:00:00,65.72414175533966
33,AP005_2020-07-07 00:00:00,66.27627033639848
34,AP005_2020-07-08 00:00:00,67.09726978676768
35,AP005_2020-07-09 00:00:00,67.47383214731691
36,AP005_2020-07-10 00:00:00,67.91619460310284
37,AP005_2020-07-11 00:00:00,68.13110441294606
38,AP005_2020-07-12 00:00:00,68.40024049049532
39,AP005_2020-07-13 00:00:00,68.55471472657622
40,AP005_2020-07-14 00:00:00,68.73624406993497
41,AP005_2020-07-15 00:00:00,68.85012630169581
42,AP005_2020-07-16 00:00:00,68.97775491644443
43,AP005_2020-07-17 00:00:00,69.06831964526559
44,AP005_2020-07-18 00:00:00,69.16662113426136
45,AP005_2020-07-19 00:00:00,69.2445546027603
46,AP005_2020-07-20 00:00:00,69.32654838827189
47,AP005_2020-07-21 00:00:00,69.39723363383368
48,AP005_2020-07-22 00:00:00,69.4700860803417
49,AP005_2020-07-23 00:00:00,69.53670701040373
50,AP005_2020-07-24 00:00:00,69.60450007598563
51,AP005_2020-07-25 00:00:00,69.66886211409982
52,AP005_2020-07-26 00:00:00,69.73385926451816
53,AP005_2020-07-27 00:00:00,69.79697300938129
54,AP005_2020-07-28 00:00:00,69.86043840888695
55,AP005_2020-07-29 00:00:00,69.92287738348915
56,AS001_2020-07-02 00:00:00,37.21000032026745
57,AS001_2020-07-03 00:00:00,38.872179127257326
58,AS001_2020-07-04 00:00:00,37.82975351571887
59,AS001_2020-07-05 00:00:00,38.39319134814334
60,AS001_2020-07-06 00:00:00,37.95182608782075
61,AS001_2020-07-07 00:00:00,38.03717583214209
62,AS001_2020-07-08 00:00:00,37.91530938190676
63,AS001_2020-07-09 00:00:00,38.05665200595562
64,AS001_2020-07-10 00:00:00,37.88042416760792
65,AS001_2020-07-11 00:00:00,37.9228814445989
66,AS001_2020-07-12 00:00:00,37.83752941102349
67,AS001_2020-07-13 00:00:00,37.84039163165374
68,AS001_2020-07-14 00:00:00,37.77561238811968
69,AS001_2020-07-15 00:00:00,37.76591012358826
70,AS001_2020-07-16 00:00:00,37.71190999893596
71,AS001_2020-07-17 00:00:00,37.689897973244996
72,AS001_2020-07-18 00:00:00,37.645934122861526
73,AS001_2020-07-19 00:00:00,37.61812028691912
74,AS001_2020-07-20 00:00:00,37.57789966341177
75,AS001_2020-07-21 00:00:00,37.54718206923315
76,AS001_2020-07-22 00:00:00,37.50940581124675
77,AS001_2020-07-23 00:00:00,37.476842476487676
78,AS001_2020-07-24 00:00:00,37.44050082996448
79,AS001_2020-07-25 00:00:00,37.40700875758676
80,AS001_2020-07-26 00:00:00,37.37140746608874
81,AS001_2020-07-27 00:00:00,37.33742148313577
82,AS001_2020-07-28 00:00:00,37.30227396080595
83,AS001_2020-07-29 00:00:00,37.268022515531605
84,BR005_2020-07-02 00:00:00,204.44390536982212
85,BR005_2020-07-03 00:00:00,185.69112098113203
86,BR005_2020-07-04 00:00:00,169.31717711214523
87,BR005_2020-07-05 00:00:00,167.3741887530906
88,BR005_2020-07-06 00:00:00,183.21359419709097
89,BR005_2020-07-07 00:00:00,195.30823881068295
90,BR005_2020-07-08 00:00:00,196.5670952419498
91,BR005_2020-07-09 00:00:00,214.04012387577953
92,BR005_2020-07-10 00:00:00,221.83944537090844
93,BR005_2020-07-11 00:00:00,222.03807043739903
94,BR005_2020-07-12 00:00:00,227.56378436589898
95,BR005_2020-07-13 00:00:00,231.3708220847173
96,BR005_2020-07-14 00:00:00,239.4218929136943
97,BR005_2020-07-15 00:00:00,244.4511228714153
98,BR005_2020-07-16 00:00:00,250.06604991708699
99,BR005_2020-07-17 00:00:00,262.15908740677304
100,BR005_2020-07-18 00:00:00,267.12560147563545
101,BR005_2020-07-19 00:00:00,274.55444608686946
102,BR005_2020-07-20 00:00:00,283.51849691788954
103,BR005_2020-07-21 00:00:00,289.5556644670114
104,BR005_2020-07-22 00:00:00,298.7211545928728
105,BR005_2020-07-23 00:00:00,305.54279939203127
106,BR005_2020-07-24 00:00:00,314.0007163641225
107,BR005_2020-07-25 00:00:00,324.0594531064909
108,BR005_2020-07-26 00:00:00,330.9778442499702
109,BR005_2020-07-27 00:00:00,341.25142786426056
110,BR005_2020-07-28 00:00:00,350.51152063242625
111,BR005_2020-07-29 00:00:00,359.15993979769365
112,BR006_2020-07-02 00:00:00,94.28026161780548
113,BR006_2020-07-03 00:00:00,53.449001776123055
114,BR006_2020-07-04 00:00:00,68.29755572015657
115,BR006_2020-07-05 00:00:00,51.65331968537569
116,BR006_2020-07-06 00:00:00,43.81967173527003
117,BR006_2020-07-07 00:00:00,44.68104478369817
118,BR006_2020-07-08 00:00:00,49.92783934742377
119,BR006_2020-07-09 00:00:00,43.78958717045677
120,BR006_2020-07-10 00:00:00,51.29881201665575
121,BR006_2020-07-11 00:00:00,52.539660046449804
122,BR006_2020-07-12 00:00:00,52.17088945022004
123,BR006_2020-07-13 00:00:00,52.02875224635659
124,BR006_2020-07-14 00:00:00,53.65578079702891
125,BR006_2020-07-15 00:00:00,49.83835816599742
126,BR006_2020-07-16 00:00:00,49.52564803440408
127,BR006_2020-07-17 00:00:00,48.38060721660755
